ID_Compra;ID_Cliente;Idade;Sexo;Estado_Civil;Cidade;Regiao;Renda_Mensal;Tempo_Cliente_Anos;Canal;Produto;Categoria;Quantidade;Valor_Unitario;Desconto_%;Valor_Total;Forma_Pagamento;Cupom;Programa_Fidelidade;Avaliacao;Cancelou;Fraude;Mes;Data_Compra
1094;C0781;58;F;Casado;Recife;Nordeste;20949;8;App;SSD 1TB;Armazenamento;1;650;0;650;Pix;Não;Sim;5;Não;Não;August;30/08/2025
1095;C0187;59;M;Solteiro;Curitiba;Sul;18926;11;Loja;Cadeira Gamer;Móveis;4;1800;10;6480;Boleto;Sim;Sim;2;Sim;Não;March;09/03/2025
1096;C0135;68;F;Casado;São Paulo;Sudeste;9469;8;Loja;Monitor;Informática;3;1100;0;3300;Cartão;Não;Não;4;Não;Não;January;15/01/2025
1097;C0288;44;M;Solteiro;Recife;Nordeste;4564;15;Site;Roteador;Redes;2;480;15;816;Cartão;Sim;Não;4;Não;Não;July;19/07/2025
1098;C0084;34;M;Divorciado;Rio de Janeiro;Sudeste;15781;7;Site;Impressora;Informática;3;950;0;2850;Boleto;Não;Não;4;Não;Não;August;21/08/2025
1099;C0396;56;F;Casado;Curitiba;Sul;5718;1;App;Monitor;Informática;3;1100;10;2970;Pix;Sim;Não;5;Não;Não;September;04/09/2025
1100;C0218;67;F;Divorciado;Manaus;Norte;19304;12;Loja;Smartphone;Telefonia;1;2800;15;2380;Cartão;Sim;Sim;5;Não;Não;February;11/02/2025
1101;C0734;28;M;Solteiro;Manaus;Norte;3084;1;App;Headset;Informática;4;380;10;1368;Boleto;Sim;Não;2;Sim;Não;December;14/12/2025
1102;C0244;49;F;Divorciado;São Paulo;Sudeste;3245;12;App;Smartphone;Telefonia;2;2800;15;4760;Boleto;Sim;Sim;3;Não;Não;September;02/09/2025
1103;C0573;30;F;Divorciado;Manaus;Norte;8980;14;Site;Smartphone;Telefonia;3;2800;5;7980;Boleto;Sim;Não;5;Não;Não;January;29/01/2025
1104;C0438;38;F;Divorciado;Curitiba;Sul;19185;13;App;Cadeira Gamer;Móveis;1;1800;15;1530;Boleto;Sim;Sim;4;Não;Não;November;28/11/2025
1105;C0769;62;F;Casado;Brasília;Centro-Oeste;9550;9;Site;Webcam;Informática;1;260;0;260;Pix;Não;Sim;5;Não;Não;August;30/08/2025
1106;C0583;45;M;Casado;Manaus;Norte;20814;10;Loja;Notebook;Informática;3;4500;0;13500;Boleto;Não;Sim;3;Não;Não;December;24/12/2025
1107;C0760;25;F;Solteiro;São Paulo;Sudeste;5329;2;App;Monitor;Informática;3;1100;0;3300;Cartão;Não;Não;4;Não;Não;April;14/04/2025
1108;C0718;24;F;Divorciado;Curitiba;Sul;21909;14;App;Teclado;Informática;2;220;15;374;Boleto;Sim;Não;4;Não;Não;August;06/08/2025
1109;C0065;28;F;Divorciado;São Paulo;Sudeste;17637;13;App;SSD 1TB;Armazenamento;2;650;0;1300;Pix;Não;Sim;5;Não;Não;September;22/09/2025
1110;C0239;40;F;Solteiro;Recife;Nordeste;18204;11;Site;Mouse;Informática;4;120;0;480;Cartão;Não;Não;2;Sim;Não;April;26/04/2025
1111;C0296;65;F;Solteiro;Fortaleza;Nordeste;7211;15;Loja;Mouse;Informática;2;120;5;228;Boleto;Sim;Sim;4;Não;Não;March;31/03/2025
1112;C0355;28;F;Divorciado;Manaus;Norte;17321;11;Loja;Headset;Informática;1;380;15;323;Pix;Sim;Não;1;Sim;Não;June;11/06/2025
1113;C0013;43;F;Solteiro;Recife;Nordeste;18866;7;Loja;Webcam;Informática;1;260;0;260;Cartão;Não;Sim;4;Não;Não;April;19/04/2025
1114;C0670;40;F;Casado;Brasília;Centro-Oeste;17018;9;Loja;Notebook;Informática;3;4500;20;10800;Pix;Sim;Não;4;Não;Sim;January;25/01/2025
1115;C0798;46;F;Casado;Curitiba;Sul;17720;4;Loja;Impressora;Informática;4;950;15;3230;Cartão;Sim;Não;4;Não;Não;August;27/08/2025
1116;C0076;69;F;Casado;Rio de Janeiro;Sudeste;6990;4;Site;Roteador;Redes;1;480;0;480;Cartão;Não;Sim;5;Não;Não;March;08/03/2025
1117;C0674;21;M;Solteiro;Recife;Nordeste;9561;9;App;Notebook;Informática;2;4500;0;9000;Pix;Não;Sim;5;Não;Não;February;26/02/2025
1118;C0613;53;M;Solteiro;Curitiba;Sul;15342;11;Loja;Headset;Informática;4;380;0;1520;Boleto;Não;Sim;5;Não;Não;March;25/03/2025
1119;C0656;35;F;Solteiro;Recife;Nordeste;15115;1;Loja;Roteador;Redes;2;480;10;864;Boleto;Sim;Não;3;Não;Não;June;23/06/2025
1120;C0553;64;F;Solteiro;Manaus;Norte;19603;3;Site;Headset;Informática;4;380;15;1292;Cartão;Sim;Sim;5;Não;Não;September;23/09/2025
1121;C0413;63;M;Divorciado;Curitiba;Sul;16257;11;Site;Smartphone;Telefonia;2;2800;0;5600;Boleto;Não;Sim;2;Sim;Não;December;30/12/2025
1122;C0111;39;F;Divorciado;Rio de Janeiro;Sudeste;10275;9;Loja;Roteador;Redes;3;480;0;1440;Boleto;Não;Sim;4;Não;Não;September;26/09/2025
1123;C0182;28;F;Divorciado;Manaus;Norte;11051;1;App;Headset;Informática;4;380;10;1368;Cartão;Sim;Não;4;Não;Não;April;17/04/2025
1124;C0615;28;F;Divorciado;Fortaleza;Nordeste;17410;2;Loja;Mouse;Informática;1;120;0;120;Cartão;Não;Não;4;Não;Não;January;05/01/2025
1125;C0768;49;F;Solteiro;Curitiba;Sul;6783;9;Loja;Headset;Informática;2;380;5;722;Cartão;Sim;Sim;4;Não;Não;July;01/07/2025
1126;C0228;57;M;Divorciado;Manaus;Norte;20871;9;Site;Smartphone;Telefonia;3;2800;5;7980;Pix;Sim;Sim;3;Não;Não;November;17/11/2025
1127;C0258;20;M;Casado;Manaus;Norte;16986;0;Loja;Mouse;Informática;2;120;20;192;Boleto;Sim;Não;1;Sim;Não;March;18/03/2025
1128;C0214;21;F;Casado;Recife;Nordeste;5916;0;Site;Webcam;Informática;3;260;15;663;Boleto;Sim;Não;5;Não;Não;December;27/12/2025
1129;C0497;41;F;Casado;Recife;Nordeste;6942;6;Site;Notebook;Informática;1;4500;10;4050;Cartão;Sim;Sim;4;Não;Não;August;14/08/2025
1130;C0448;51;F;Divorciado;Rio de Janeiro;Sudeste;6606;2;Site;Mouse;Informática;3;120;0;360;Pix;Não;Não;4;Não;Não;August;02/08/2025
1131;C0062;47;F;Casado;Rio de Janeiro;Sudeste;15542;0;Loja;Smartphone;Telefonia;3;2800;10;7560;Boleto;Sim;Não;5;Não;Não;March;03/03/2025
1132;C0722;34;F;Casado;Rio de Janeiro;Sudeste;3254;13;Loja;Teclado;Informática;3;220;10;594;Cartão;Sim;Sim;4;Não;Não;October;20/10/2025
1133;C0446;40;M;Solteiro;Manaus;Norte;5889;12;Site;Headset;Informática;2;380;5;722;Boleto;Sim;Sim;4;Não;Não;July;30/07/2025
1134;C0348;63;M;Casado;Manaus;Norte;2684;9;Loja;Smartphone;Telefonia;2;2800;0;5600;Cartão;Não;Não;5;Não;Não;October;08/10/2025
1135;C0496;33;F;Casado;Brasília;Centro-Oeste;11917;2;Loja;Cadeira Gamer;Móveis;1;1800;0;1800;Boleto;Não;Não;4;Não;Não;December;24/12/2025
1136;C0157;40;F;Solteiro;São Paulo;Sudeste;3315;6;Site;Monitor;Informática;1;1100;10;990;Cartão;Sim;Não;5;Não;Não;November;11/11/2025
1137;C0559;30;M;Solteiro;Belém;Norte;5846;0;Loja;Teclado;Informática;3;220;10;594;Cartão;Sim;Não;5;Não;Não;March;13/03/2025
1138;C0362;56;M;Solteiro;Brasília;Centro-Oeste;2730;14;Site;Notebook;Informática;1;4500;0;4500;Cartão;Não;Sim;5;Não;Não;March;16/03/2025
1139;C0418;65;M;Divorciado;Brasília;Centro-Oeste;17746;3;Loja;Smartphone;Telefonia;3;2800;5;7980;Pix;Sim;Sim;3;Não;Não;September;08/09/2025
1140;C0420;29;M;Casado;Fortaleza;Nordeste;15078;13;Loja;SSD 1TB;Armazenamento;3;650;0;1950;Cartão;Não;Não;3;Não;Não;December;16/12/2025
1141;C0123;70;F;Casado;São Paulo;Sudeste;4251;5;Loja;Smartphone;Telefonia;1;2800;5;2660;Pix;Sim;Sim;5;Não;Não;July;15/07/2025
1142;C0500;29;M;Casado;Manaus;Norte;21221;5;Loja;Notebook;Informática;4;4500;0;18000;Boleto;Não;Sim;5;Não;Não;November;12/11/2025
1143;C0277;22;F;Casado;Manaus;Norte;18936;15;Loja;Smartphone;Telefonia;2;2800;0;5600;Cartão;Não;Sim;4;Não;Não;November;30/11/2025
1144;C0574;32;M;Casado;São Paulo;Sudeste;3621;9;App;Smartphone;Telefonia;1;2800;5;2660;Cartão;Sim;Sim;3;Não;Não;July;27/07/2025
1145;C0125;59;M;Casado;Fortaleza;Nordeste;10766;8;App;Mouse;Informática;2;120;0;240;Cartão;Não;Sim;3;Não;Não;October;14/10/2025
1146;C0587;70;F;Divorciado;Brasília;Centro-Oeste;11666;1;Loja;Headset;Informática;4;380;10;1368;Boleto;Sim;Não;4;Não;Não;December;31/12/2025
1147;C0082;56;F;Divorciado;Rio de Janeiro;Sudeste;13351;4;Site;Smartphone;Telefonia;3;2800;0;8400;Cartão;Não;Sim;2;Sim;Não;December;26/12/2025
1148;C0085;67;M;Solteiro;Belém;Norte;12467;10;App;Cadeira Gamer;Móveis;4;1800;10;6480;Cartão;Sim;Não;4;Não;Não;June;29/06/2025
1149;C0747;54;M;Casado;Brasília;Centro-Oeste;17080;14;App;Webcam;Informática;3;260;10;702;Pix;Sim;Sim;4;Não;Não;November;10/11/2025
1150;C0505;57;M;Casado;Recife;Nordeste;11129;12;Loja;Smartwatch;Wearables;3;1600;5;4560;Cartão;Sim;Sim;5;Não;Não;December;21/12/2025
1151;C0238;70;M;Divorciado;Brasília;Centro-Oeste;19892;8;Site;Smartwatch;Wearables;2;1600;5;3040;Cartão;Sim;Sim;3;Não;Não;December;05/12/2025
1152;C0183;61;M;Divorciado;Curitiba;Sul;18892;9;Site;Notebook;Informática;3;4500;10;12150;Pix;Sim;Sim;5;Não;Não;October;18/10/2025
1153;C0418;41;F;Solteiro;Manaus;Norte;11555;13;Loja;Smartphone;Telefonia;3;2800;20;6720;Cartão;Sim;Sim;5;Não;Não;August;05/08/2025
1154;C0017;28;F;Solteiro;Manaus;Norte;20916;10;Loja;Headset;Informática;3;380;5;1083;Cartão;Sim;Não;4;Não;Não;August;11/08/2025
1155;C0234;62;F;Casado;Curitiba;Sul;18951;10;Loja;Mouse;Informática;2;120;0;240;Pix;Não;Sim;4;Não;Não;July;14/07/2025
1156;C0655;38;M;Divorciado;Manaus;Norte;8240;14;Site;Headset;Informática;2;380;5;722;Cartão;Sim;Sim;4;Não;Não;April;15/04/2025
1157;C0136;65;F;Casado;Recife;Nordeste;10189;8;Loja;Smartphone;Telefonia;2;2800;0;5600;Cartão;Não;Não;5;Não;Não;August;20/08/2025
1158;C0160;62;M;Casado;Manaus;Norte;20528;7;App;Smartphone;Telefonia;1;2800;10;2520;Cartão;Sim;Não;5;Não;Não;October;22/10/2025
1159;C0620;41;M;Solteiro;Belém;Norte;12409;7;Site;Smartwatch;Wearables;4;1600;5;6080;Boleto;Sim;Sim;3;Não;Não;April;16/04/2025
1160;C0546;64;M;Solteiro;Recife;Nordeste;9948;0;App;Headset;Informática;1;380;20;304;Pix;Sim;Não;5;Não;Não;February;18/02/2025
1161;C0461;31;F;Solteiro;Fortaleza;Nordeste;5160;15;Site;Headset;Informática;3;380;5;1083;Cartão;Sim;Não;5;Não;Não;March;16/03/2025
1162;C0603;25;F;Casado;Rio de Janeiro;Sudeste;11372;10;Loja;Smartphone;Telefonia;2;2800;0;5600;Cartão;Não;Sim;3;Não;Não;June;20/06/2025
1163;C0270;40;M;Casado;Curitiba;Sul;19767;12;App;Mouse;Informática;1;120;5;114;Cartão;Sim;Sim;2;Sim;Não;February;14/02/2025
1164;C0697;33;F;Casado;São Paulo;Sudeste;9197;1;Site;SSD 1TB;Armazenamento;3;650;10;1755;Cartão;Sim;Não;4;Não;Não;October;22/10/2025
1165;C0446;58;F;Casado;Recife;Nordeste;7371;6;Loja;Mouse;Informática;3;120;0;360;Pix;Não;Não;5;Não;Não;June;22/06/2025
1166;C0172;26;M;Casado;Brasília;Centro-Oeste;11542;10;Loja;Smartwatch;Wearables;1;1600;15;1360;Pix;Sim;Não;2;Sim;Não;August;16/08/2025
1167;C0690;30;F;Solteiro;Recife;Nordeste;11456;15;Loja;Smartwatch;Wearables;2;1600;0;3200;Pix;Não;Não;4;Não;Não;April;10/04/2025
1168;C0238;55;M;Casado;Fortaleza;Nordeste;16086;4;App;SSD 1TB;Armazenamento;3;650;0;1950;Boleto;Não;Não;5;Não;Não;July;31/07/2025
1169;C0134;25;M;Solteiro;São Paulo;Sudeste;15921;2;Loja;Monitor;Informática;1;1100;5;1045;Pix;Sim;Não;4;Não;Não;August;23/08/2025
1170;C0490;25;F;Solteiro;Fortaleza;Nordeste;7180;11;Site;Notebook;Informática;1;4500;15;3825;Cartão;Sim;Sim;4;Não;Não;July;03/07/2025
1171;C0527;57;F;Casado;Belém;Norte;3388;9;Site;Mouse;Informática;2;120;15;204;Cartão;Sim;Sim;4;Não;Não;April;01/04/2025
1172;C0143;53;M;Solteiro;São Paulo;Sudeste;3424;14;Site;Monitor;Informática;4;1100;10;3960;Cartão;Sim;Não;2;Sim;Não;April;17/04/2025
1173;C0487;19;M;Divorciado;Belém;Norte;7528;2;App;Impressora;Informática;3;950;10;2565;Pix;Sim;Não;1;Sim;Não;April;09/04/2025
1174;C0014;38;M;Divorciado;Recife;Nordeste;10647;3;Loja;Roteador;Redes;4;480;0;1920;Boleto;Não;Não;5;Não;Não;October;20/10/2025
1175;C0314;52;M;Casado;Curitiba;Sul;13972;10;Site;Smartwatch;Wearables;3;1600;0;4800;Cartão;Não;Não;4;Não;Não;June;20/06/2025
1176;C0494;68;F;Casado;São Paulo;Sudeste;16289;5;Site;SSD 1TB;Armazenamento;3;650;10;1755;Pix;Sim;Sim;5;Não;Não;March;03/03/2025
1177;C0562;40;F;Divorciado;Curitiba;Sul;11886;15;App;Mouse;Informática;4;120;5;456;Cartão;Sim;Não;5;Não;Não;January;18/01/2025
1178;C0723;44;M;Divorciado;Belém;Norte;2328;1;Loja;Notebook;Informática;2;4500;10;8100;Cartão;Sim;Não;5;Não;Não;November;13/11/2025
1179;C0784;45;F;Divorciado;Curitiba;Sul;4901;1;Loja;Monitor;Informática;3;1100;10;2970;Pix;Sim;Não;5;Não;Não;August;01/08/2025
1180;C0179;45;M;Casado;Recife;Nordeste;15610;6;Site;Roteador;Redes;3;480;10;1296;Cartão;Sim;Sim;5;Não;Não;March;23/03/2025
1181;C0457;26;M;Casado;Belém;Norte;21103;12;Loja;Impressora;Informática;2;950;15;1615;Pix;Sim;Sim;2;Sim;Não;November;06/11/2025
1182;C0705;29;F;Solteiro;Fortaleza;Nordeste;18105;14;App;Roteador;Redes;2;480;0;960;Boleto;Não;Sim;4;Não;Não;December;15/12/2025
1183;C0701;25;M;Solteiro;São Paulo;Sudeste;4732;5;App;SSD 1TB;Armazenamento;4;650;15;2210;Cartão;Sim;Sim;4;Não;Não;March;16/03/2025
1184;C0405;24;M;Solteiro;Curitiba;Sul;7237;2;Loja;Monitor;Informática;2;1100;0;2200;Cartão;Não;Não;3;Não;Não;March;22/03/2025
1185;C0352;56;M;Divorciado;Curitiba;Sul;4320;2;Loja;Mouse;Informática;1;120;15;102;Pix;Sim;Não;5;Não;Não;April;11/04/2025
1186;C0717;38;M;Solteiro;Recife;Nordeste;6433;11;Site;Smartwatch;Wearables;4;1600;5;6080;Cartão;Sim;Sim;4;Não;Não;September;12/09/2025
1187;C0343;18;M;Divorciado;Rio de Janeiro;Sudeste;6510;5;App;Teclado;Informática;3;220;10;594;Pix;Sim;Sim;3;Não;Não;October;06/10/2025
1188;C0365;28;M;Casado;Curitiba;Sul;21986;9;Loja;Notebook;Informática;1;4500;0;4500;Boleto;Não;Não;1;Sim;Não;March;06/03/2025
1189;C0325;55;F;Divorciado;Rio de Janeiro;Sudeste;20943;3;App;Teclado;Informática;3;220;0;660;Pix;Não;Sim;3;Não;Não;May;01/05/2025
1190;C0029;37;F;Divorciado;Fortaleza;Nordeste;15425;7;Loja;Notebook;Informática;4;4500;0;18000;Cartão;Não;Não;5;Não;Não;May;25/05/2025
1191;C0448;37;F;Solteiro;Curitiba;Sul;9329;9;App;Impressora;Informática;3;950;10;2565;Boleto;Sim;Sim;4;Não;Não;November;01/11/2025
1192;C0567;28;F;Solteiro;Manaus;Norte;11550;10;Loja;Notebook;Informática;4;4500;10;16200;Cartão;Sim;Sim;2;Sim;Não;July;03/07/2025
1193;C0657;23;F;Solteiro;Belém;Norte;8909;2;App;Impressora;Informática;4;950;5;3610;Pix;Sim;Não;5;Não;Não;April;02/04/2025
1194;C0133;33;M;Solteiro;Fortaleza;Nordeste;21626;6;App;Smartphone;Telefonia;1;2800;5;2660;Cartão;Sim;Sim;4;Não;Não;October;03/10/2025
1195;C0351;51;M;Casado;Brasília;Centro-Oeste;9771;3;App;Monitor;Informática;1;1100;0;1100;Cartão;Não;Não;5;Não;Não;December;19/12/2025
1196;C0785;55;F;Divorciado;Curitiba;Sul;16463;11;Site;Cadeira Gamer;Móveis;2;1800;20;2880;Boleto;Sim;Sim;5;Não;Não;May;29/05/2025
1197;C0047;70;F;Solteiro;São Paulo;Sudeste;10269;1;Site;Smartwatch;Wearables;2;1600;10;2880;Pix;Sim;Não;4;Não;Não;October;14/10/2025
1198;C0081;43;M;Casado;Recife;Nordeste;7461;13;Site;Smartwatch;Wearables;4;1600;5;6080;Pix;Sim;Não;4;Não;Não;September;30/09/2025
1199;C0731;36;M;Divorciado;Manaus;Norte;9209;2;Site;Headset;Informática;1;380;0;380;Pix;Não;Não;5;Não;Não;October;03/10/2025
1200;C0586;56;M;Divorciado;Manaus;Norte;4225;10;Loja;Headset;Informática;2;380;10;684;Cartão;Sim;Sim;5;Não;Não;March;21/03/2025
1201;C0477;29;F;Divorciado;Rio de Janeiro;Sudeste;5967;1;App;Impressora;Informática;4;950;15;3230;Pix;Sim;Não;4;Não;Não;January;18/01/2025
1202;C0533;22;F;Solteiro;Belém;Norte;20489;11;Site;Smartwatch;Wearables;2;1600;5;3040;Cartão;Sim;Sim;5;Não;Não;October;20/10/2025
1203;C0334;48;M;Casado;Curitiba;Sul;20729;11;App;Smartwatch;Wearables;4;1600;15;5440;Pix;Sim;Sim;4;Não;Não;October;10/10/2025
1204;C0334;29;F;Divorciado;Fortaleza;Nordeste;11722;11;Site;Headset;Informática;4;380;0;1520;Pix;Não;Não;4;Não;Não;August;26/08/2025
1205;C0710;49;F;Solteiro;Curitiba;Sul;4312;1;Site;Teclado;Informática;3;220;10;594;Boleto;Sim;Não;4;Não;Não;June;02/06/2025
1206;C0369;69;M;Solteiro;Belém;Norte;4098;12;Loja;Smartphone;Telefonia;2;2800;0;5600;Pix;Não;Sim;4;Não;Não;January;26/01/2025
1207;C0771;52;F;Solteiro;Brasília;Centro-Oeste;7432;1;Site;Notebook;Informática;2;4500;10;8100;Pix;Sim;Não;4;Não;Não;June;27/06/2025
1208;C0591;67;F;Solteiro;São Paulo;Sudeste;6800;7;App;SSD 1TB;Armazenamento;1;650;5;617,5;Pix;Sim;Não;1;Sim;Não;July;15/07/2025
1209;C0464;25;F;Solteiro;São Paulo;Sudeste;18190;6;Loja;Smartphone;Telefonia;4;2800;20;8960;Boleto;Sim;Sim;3;Não;Não;June;24/06/2025
1210;C0191;30;F;Casado;Fortaleza;Nordeste;17717;5;Site;Headset;Informática;3;380;0;1140;Boleto;Não;Sim;4;Não;Não;October;31/10/2025
1211;C0662;22;M;Divorciado;Curitiba;Sul;16452;1;App;Mouse;Informática;4;120;10;432;Boleto;Sim;Não;5;Não;Não;March;03/03/2025
1212;C0545;41;F;Divorciado;Fortaleza;Nordeste;14065;12;Loja;Notebook;Informática;3;4500;0;13500;Boleto;Não;Sim;5;Não;Não;October;04/10/2025
1213;C0147;20;M;Divorciado;Brasília;Centro-Oeste;16066;11;Site;Headset;Informática;3;380;0;1140;Pix;Não;Sim;4;Não;Não;November;30/11/2025
1214;C0594;25;F;Casado;São Paulo;Sudeste;19370;4;Loja;SSD 1TB;Armazenamento;3;650;5;1852,5;Pix;Sim;Não;2;Sim;Não;September;11/09/2025
1215;C0414;58;M;Solteiro;Recife;Nordeste;21638;4;Site;Teclado;Informática;1;220;10;198;Boleto;Sim;Sim;5;Não;Não;March;31/03/2025
1216;C0791;24;M;Divorciado;Brasília;Centro-Oeste;4996;13;Site;SSD 1TB;Armazenamento;4;650;0;2600;Pix;Não;Não;4;Não;Não;October;22/10/2025
1217;C0458;55;M;Casado;Brasília;Centro-Oeste;18751;14;Loja;Cadeira Gamer;Móveis;4;1800;15;6120;Cartão;Sim;Sim;4;Não;Não;November;07/11/2025
1218;C0110;70;F;Divorciado;Curitiba;Sul;7558;7;Loja;Webcam;Informática;3;260;10;702;Boleto;Sim;Não;5;Não;Não;November;09/11/2025
1219;C0046;51;F;Casado;Rio de Janeiro;Sudeste;20218;7;App;Roteador;Redes;2;480;15;816;Pix;Sim;Não;4;Não;Não;April;13/04/2025
1220;C0501;35;M;Solteiro;Recife;Nordeste;17913;9;Site;Mouse;Informática;2;120;0;240;Boleto;Não;Sim;4;Não;Não;March;24/03/2025
1221;C0558;33;M;Casado;Manaus;Norte;14017;11;Site;Notebook;Informática;2;4500;20;7200;Pix;Sim;Não;3;Não;Não;February;13/02/2025
1222;C0249;32;M;Casado;Belém;Norte;14493;3;App;Smartwatch;Wearables;3;1600;10;4320;Cartão;Sim;Sim;5;Não;Não;July;26/07/2025
1223;C0627;65;M;Solteiro;Brasília;Centro-Oeste;2040;13;App;SSD 1TB;Armazenamento;1;650;0;650;Boleto;Não;Sim;3;Não;Não;June;25/06/2025
1224;C0704;41;F;Solteiro;Fortaleza;Nordeste;11336;13;Site;Smartphone;Telefonia;3;2800;0;8400;Boleto;Não;Sim;5;Não;Não;January;09/01/2025
1225;C0202;36;F;Casado;São Paulo;Sudeste;9085;5;Site;Monitor;Informática;2;1100;0;2200;Boleto;Não;Não;5;Não;Não;November;19/11/2025
1226;C0688;40;F;Divorciado;São Paulo;Sudeste;21884;14;Loja;SSD 1TB;Armazenamento;3;650;0;1950;Pix;Não;Sim;3;Não;Não;December;01/12/2025
1227;C0201;27;M;Casado;Rio de Janeiro;Sudeste;5056;15;Loja;Webcam;Informática;2;260;0;520;Pix;Não;Não;3;Não;Não;February;10/02/2025
1228;C0253;70;M;Divorciado;Brasília;Centro-Oeste;21211;8;Site;Mouse;Informática;1;120;0;120;Boleto;Não;Sim;3;Não;Não;March;23/03/2025
1229;C0003;68;F;Casado;Curitiba;Sul;7654;14;Loja;Smartwatch;Wearables;3;1600;5;4560;Pix;Sim;Não;5;Não;Não;May;01/05/2025
1230;C0176;57;M;Divorciado;Manaus;Norte;3377;14;App;Smartphone;Telefonia;1;2800;0;2800;Cartão;Não;Sim;5;Não;Não;June;27/06/2025
1231;C0009;34;F;Solteiro;Rio de Janeiro;Sudeste;5987;12;App;Cadeira Gamer;Móveis;4;1800;10;6480;Boleto;Sim;Não;4;Não;Não;July;31/07/2025
1232;C0165;32;F;Solteiro;Brasília;Centro-Oeste;20142;10;App;Notebook;Informática;3;4500;20;10800;Pix;Sim;Sim;4;Não;Não;September;15/09/2025
1233;C0193;51;F;Solteiro;Recife;Nordeste;6139;2;Loja;Webcam;Informática;4;260;0;1040;Cartão;Não;Não;5;Não;Não;September;26/09/2025
1234;C0018;56;M;Casado;Belém;Norte;10430;2;Site;SSD 1TB;Armazenamento;3;650;0;1950;Pix;Não;Não;3;Não;Não;April;27/04/2025
1235;C0771;24;M;Solteiro;Brasília;Centro-Oeste;16313;5;Loja;SSD 1TB;Armazenamento;3;650;0;1950;Cartão;Não;Sim;4;Não;Não;December;13/12/2025
1236;C0444;52;F;Solteiro;Rio de Janeiro;Sudeste;3093;11;App;Cadeira Gamer;Móveis;2;1800;15;3060;Cartão;Sim;Sim;4;Não;Não;May;25/05/2025
1237;C0566;22;F;Divorciado;Belém;Norte;16242;6;App;Monitor;Informática;3;1100;5;3135;Pix;Sim;Não;5;Não;Não;April;18/04/2025
1238;C0790;40;M;Divorciado;Belém;Norte;9953;14;Site;Headset;Informática;3;380;0;1140;Pix;Não;Sim;4;Não;Não;September;29/09/2025
1239;C0007;64;M;Divorciado;Curitiba;Sul;14858;10;App;Teclado;Informática;1;220;15;187;Pix;Sim;Sim;5;Não;Não;December;08/12/2025
1240;C0204;29;M;Solteiro;Manaus;Norte;18758;6;App;Notebook;Informática;3;4500;5;12825;Cartão;Sim;Sim;5;Não;Não;August;23/08/2025
1241;C0121;62;F;Solteiro;Brasília;Centro-Oeste;3643;14;Site;Notebook;Informática;1;4500;0;4500;Boleto;Não;Sim;5;Não;Não;July;14/07/2025
1242;C0768;66;F;Solteiro;Brasília;Centro-Oeste;15435;2;Site;Cadeira Gamer;Móveis;1;1800;10;1620;Cartão;Sim;Não;3;Não;Não;January;08/01/2025
1243;C0084;69;M;Solteiro;Brasília;Centro-Oeste;3527;7;App;Webcam;Informática;1;260;0;260;Pix;Não;Sim;4;Não;Não;March;13/03/2025
1244;C0463;18;M;Divorciado;Curitiba;Sul;5976;11;Loja;Mouse;Informática;2;120;0;240;Boleto;Não;Não;4;Não;Não;May;23/05/2025
1245;C0299;41;M;Casado;Fortaleza;Nordeste;15617;6;Loja;Cadeira Gamer;Móveis;3;1800;0;5400;Cartão;Não;Sim;5;Não;Não;September;21/09/2025
1246;C0008;29;F;Casado;Recife;Nordeste;18612;7;App;Impressora;Informática;4;950;10;3420;Boleto;Sim;Não;3;Não;Não;March;06/03/2025
1247;C0127;33;F;Casado;Recife;Nordeste;3977;13;Loja;SSD 1TB;Armazenamento;2;650;20;1040;Cartão;Sim;Sim;4;Não;Não;February;17/02/2025
1248;C0123;30;M;Casado;Belém;Norte;21820;13;Loja;Notebook;Informática;3;4500;20;10800;Boleto;Sim;Sim;5;Não;Não;December;10/12/2025
1249;C0141;38;F;Solteiro;Manaus;Norte;9642;13;Loja;Mouse;Informática;1;120;5;114;Pix;Sim;Não;4;Não;Não;June;22/06/2025
1250;C0094;31;F;Solteiro;Rio de Janeiro;Sudeste;7437;13;App;Smartwatch;Wearables;3;1600;0;4800;Boleto;Não;Sim;4;Não;Não;June;03/06/2025
1251;C0076;53;F;Solteiro;Manaus;Norte;5611;5;Loja;Notebook;Informática;2;4500;0;9000;Boleto;Não;Sim;2;Sim;Não;February;22/02/2025
1252;C0363;43;M;Solteiro;Brasília;Centro-Oeste;18955;5;Loja;Monitor;Informática;4;1100;10;3960;Pix;Sim;Sim;5;Não;Não;March;09/03/2025
1253;C0279;59;F;Casado;São Paulo;Sudeste;19474;8;Loja;Smartphone;Telefonia;1;2800;10;2520;Cartão;Sim;Sim;2;Sim;Não;October;02/10/2025
1254;C0551;56;M;Solteiro;Recife;Nordeste;17673;9;Loja;Cadeira Gamer;Móveis;1;1800;0;1800;Boleto;Não;Sim;3;Não;Não;July;29/07/2025
1255;C0390;23;M;Solteiro;Recife;Nordeste;6279;10;Site;Impressora;Informática;3;950;0;2850;Boleto;Não;Sim;3;Não;Não;April;02/04/2025
1256;C0610;44;F;Casado;Manaus;Norte;5614;4;Loja;Headset;Informática;3;380;0;1140;Pix;Não;Sim;5;Não;Não;January;25/01/2025
1257;C0097;25;M;Divorciado;Manaus;Norte;19059;2;App;Notebook;Informática;2;4500;0;9000;Boleto;Não;Não;2;Sim;Não;July;05/07/2025
